c-a,,,,a-b,,,,b-c,,,,,,A1,B1,C1,,,A,B,C,,,,,A3,B3,C3,,,A4,B4,C4,,,,A5,B5,C5,,,,Phase A,A6,B6,C6,,,,,,A7,B7,C7,,,,,Phase B,A8,B8,C8,,,,Phase B,A9,B9,C9,,,,Phase C,A10,B10,C10,label
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.279,-0.105,0.384,1,,,,-0.349,-0.041,0.39,1,,,,,,,,,,,,,-0.349,-0.041,0.39,0,,,,-0.349,-0.041,0.39,7,,,,-0.349,-0.041,0.39,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.26,-0.129,0.388,1,,,,-0.319,-0.075,0.394,1,,,,,,,,,,,,,-0.319,-0.075,0.394,0,,,,-0.319,-0.075,0.394,7,,,,-0.319,-0.075,0.394,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.24,-0.151,0.391,1,,,,-0.289,-0.108,0.398,1,,,,,,,,,,,,,-0.289,-0.108,0.398,0,,,,-0.289,-0.108,0.398,7,,,,-0.289,-0.108,0.398,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.22,-0.173,0.393,1,,,,-0.258,-0.141,0.4,1,,,,,,,,,,,,,-0.258,-0.141,0.4,0,,,,-0.258,-0.141,0.4,7,,,,-0.258,-0.141,0.4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.199,-0.194,0.393,1,,,,-0.226,-0.174,0.4,1,,,,,,,,,,,,,-0.226,-0.174,0.4,0,,,,-0.226,-0.174,0.4,7,,,,-0.226,-0.174,0.4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.176,-0.215,0.391,1,,,,-0.193,-0.205,0.398,1,,,,,,,,,,,,,-0.193,-0.205,0.398,0,,,,-0.193,-0.205,0.398,7,,,,-0.193,-0.205,0.398,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.153,-0.235,0.388,1,,,,-0.16,-0.236,0.395,1,,,,,,,,,,,,,-0.16,-0.236,0.395,0,,,,-0.16,-0.236,0.395,7,,,,-0.16,-0.236,0.395,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.128,-0.256,0.384,1,,,,-0.126,-0.266,0.392,1,,,,,,,,,,,,,-0.126,-0.266,0.392,0,,,,-0.126,-0.266,0.392,7,,,,-0.126,-0.266,0.392,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.102,-0.277,0.379,1,,,,-0.092,-0.296,0.388,1,,,,,,,,,,,,,-0.092,-0.296,0.388,0,,,,-0.092,-0.296,0.388,7,,,,-0.092,-0.296,0.388,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.077,-0.299,0.375,1,,,,-0.058,-0.326,0.384,1,,,,,,,,,,,,,-0.058,-0.326,0.384,0,,,,-0.058,-0.326,0.384,7,,,,-0.058,-0.326,0.384,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.051,-0.32,0.371,1,,,,-0.024,-0.356,0.38,1,,,,,,,,,,,,,-0.024,-0.356,0.38,0,,,,-0.024,-0.356,0.38,7,,,,-0.024,-0.356,0.38,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026,-0.342,0.368,1,,,,0.009,-0.386,0.377,1,,,,,,,,,,,,,0.009,-0.386,0.377,0,,,,0.009,-0.386,0.377,7,,,,0.009,-0.386,0.377,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002,-0.363,0.365,1,,,,0.041,-0.416,0.375,1,,,,,,,,,,,,,0.041,-0.416,0.375,0,,,,0.041,-0.416,0.375,7,,,,0.041,-0.416,0.375,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,-0.384,0.362,1,,,,0.073,-0.445,0.372,1,,,,,,,,,,,,,0.073,-0.445,0.372,0,,,,0.073,-0.445,0.372,7,,,,0.073,-0.445,0.372,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,-0.403,0.359,1,,,,0.105,-0.475,0.369,1,,,,,,,,,,,,,0.105,-0.475,0.369,0,,,,0.105,-0.475,0.369,7,,,,0.105,-0.475,0.369,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.067,-0.422,0.355,1,,,,0.137,-0.503,0.366,1,,,,,,,,,,,,,0.137,-0.503,0.366,0,,,,0.137,-0.503,0.366,7,,,,0.137,-0.503,0.366,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089,-0.439,0.35,1,,,,0.169,-0.53,0.361,1,,,,,,,,,,,,,0.169,-0.53,0.361,0,,,,0.169,-0.53,0.361,7,,,,0.169,-0.53,0.361,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111,-0.455,0.344,1,,,,0.201,-0.557,0.355,1,,,,,,,,,,,,,0.201,-0.557,0.355,0,,,,0.201,-0.557,0.355,7,,,,0.201,-0.557,0.355,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133,-0.47,0.337,1,,,,0.234,-0.582,0.348,1,,,,,,,,,,,,,0.234,-0.582,0.348,0,,,,0.234,-0.582,0.348,7,,,,0.234,-0.582,0.348,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156,-0.485,0.329,1,,,,0.266,-0.606,0.341,1,,,,,,,,,,,,,0.266,-0.606,0.341,0,,,,0.266,-0.606,0.341,7,,,,0.266,-0.606,0.341,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.179,-0.499,0.32,1,,,,0.298,-0.63,0.332,1,,,,,,,,,,,,,0.298,-0.63,0.332,0,,,,0.298,-0.63,0.332,7,,,,0.298,-0.63,0.332,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.202,-0.512,0.31,1,,,,0.33,-0.652,0.322,1,,,,,,,,,,,,,0.33,-0.652,0.322,0,,,,0.33,-0.652,0.322,7,,,,0.33,-0.652,0.322,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.225,-0.525,0.3,1,,,,0.361,-0.673,0.313,1,,,,,,,,,,,,,0.361,-0.673,0.313,0,,,,0.361,-0.673,0.313,7,,,,0.361,-0.673,0.313,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.248,-0.538,0.29,1,,,,0.392,-0.694,0.302,1,,,,,,,,,,,,,0.392,-0.694,0.302,0,,,,0.392,-0.694,0.302,7,,,,0.392,-0.694,0.302,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271,-0.55,0.279,1,,,,0.422,-0.714,0.292,1,,,,,,,,,,,,,0.422,-0.714,0.292,0,,,,0.422,-0.714,0.292,7,,,,0.422,-0.714,0.292,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.293,-0.562,0.269,1,,,,0.451,-0.733,0.282,1,,,,,,,,,,,,,0.451,-0.733,0.282,0,,,,0.451,-0.733,0.282,7,,,,0.451,-0.733,0.282,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315,-0.573,0.258,1,,,,0.48,-0.751,0.271,1,,,,,,,,,,,,,0.48,-0.751,0.271,0,,,,0.48,-0.751,0.271,7,,,,0.48,-0.751,0.271,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.337,-0.584,0.247,1,,,,0.508,-0.768,0.261,1,,,,,,,,,,,,,0.508,-0.768,0.261,0,,,,0.508,-0.768,0.261,7,,,,0.508,-0.768,0.261,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.358,-0.594,0.236,1,,,,0.535,-0.784,0.25,1,,,,,,,,,,,,,0.535,-0.784,0.25,0,,,,0.535,-0.784,0.25,7,,,,0.535,-0.784,0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.378,-0.603,0.225,1,,,,0.561,-0.799,0.239,1,,,,,,,,,,,,,0.561,-0.799,0.239,0,,,,0.561,-0.799,0.239,7,,,,0.561,-0.799,0.239,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.397,-0.611,0.214,1,,,,0.586,-0.814,0.228,1,,,,,,,,,,,,,0.586,-0.814,0.228,0,,,,0.586,-0.814,0.228,7,,,,0.586,-0.814,0.228,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415,-0.618,0.203,1,,,,0.61,-0.827,0.216,1,,,,,,,,,,,,,0.61,-0.827,0.216,0,,,,0.61,-0.827,0.216,7,,,,0.61,-0.827,0.216,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.432,-0.623,0.191,1,,,,0.634,-0.839,0.205,1,,,,,,,,,,,,,0.634,-0.839,0.205,0,,,,0.634,-0.839,0.205,7,,,,0.634,-0.839,0.205,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448,-0.627,0.179,1,,,,0.657,-0.849,0.193,1,,,,,,,,,,,,,0.657,-0.849,0.193,0,,,,0.657,-0.849,0.193,7,,,,0.657,-0.849,0.193,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.462,-0.629,0.167,1,,,,0.678,-0.859,0.18,1,,,,,,,,,,,,,0.678,-0.859,0.18,0,,,,0.678,-0.859,0.18,7,,,,0.678,-0.859,0.18,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.476,-0.63,0.154,1,,,,0.7,-0.867,0.167,1,,,,,,,,,,,,,0.7,-0.867,0.167,0,,,,0.7,-0.867,0.167,7,,,,0.7,-0.867,0.167,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,-0.63,0.14,1,,,,0.72,-0.873,0.153,1,,,,,,,,,,,,,0.72,-0.873,0.153,0,,,,0.72,-0.873,0.153,7,,,,0.72,-0.873,0.153,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.504,-0.629,0.125,1,,,,0.74,-0.878,0.138,1,,,,,,,,,,,,,0.74,-0.878,0.138,0,,,,0.74,-0.878,0.138,7,,,,0.74,-0.878,0.138,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.519,-0.629,0.11,1,,,,0.758,-0.881,0.123,1,,,,,,,,,,,,,0.758,-0.881,0.123,0,,,,0.758,-0.881,0.123,7,,,,0.758,-0.881,0.123,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.534,-0.628,0.094,1,,,,0.776,-0.883,0.107,1,,,,,,,,,,,,,0.776,-0.883,0.107,0,,,,0.776,-0.883,0.107,7,,,,0.776,-0.883,0.107,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.548,-0.627,0.079,1,,,,0.793,-0.884,0.091,1,,,,,,,,,,,,,0.793,-0.884,0.091,0,,,,0.793,-0.884,0.091,7,,,,0.793,-0.884,0.091,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.562,-0.626,0.063,1,,,,0.808,-0.883,0.075,1,,,,,,,,,,,,,0.808,-0.883,0.075,0,,,,0.808,-0.883,0.075,7,,,,0.808,-0.883,0.075,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.575,-0.624,0.049,1,,,,0.822,-0.882,0.06,1,,,,,,,,,,,,,0.822,-0.882,0.06,0,,,,0.822,-0.882,0.06,7,,,,0.822,-0.882,0.06,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.586,-0.621,0.035,1,,,,0.834,-0.88,0.046,1,,,,,,,,,,,,,0.834,-0.88,0.046,0,,,,0.834,-0.88,0.046,7,,,,0.834,-0.88,0.046,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.595,-0.617,0.021,1,,,,0.844,-0.877,0.032,1,,,,,,,,,,,,,0.844,-0.877,0.032,0,,,,0.844,-0.877,0.032,7,,,,0.844,-0.877,0.032,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.603,-0.611,0.009,1,,,,0.853,-0.872,0.019,1,,,,,,,,,,,,,0.853,-0.872,0.019,0,,,,0.853,-0.872,0.019,7,,,,0.853,-0.872,0.019,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.608,-0.604,-0.004,1,,,,0.861,-0.867,0.006,1,,,,,,,,,,,,,0.861,-0.867,0.006,0,,,,0.861,-0.867,0.006,7,,,,0.861,-0.867,0.006,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.613,-0.596,-0.017,1,,,,0.867,-0.86,-0.007,1,,,,,,,,,,,,,0.867,-0.86,-0.007,0,,,,0.867,-0.86,-0.007,7,,,,0.867,-0.86,-0.007,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.616,-0.586,-0.03,1,,,,0.873,-0.852,-0.021,1,,,,,,,,,,,,,0.873,-0.852,-0.021,0,,,,0.873,-0.852,-0.021,7,,,,0.873,-0.852,-0.021,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.619,-0.575,-0.044,1,,,,0.877,-0.842,-0.035,1,,,,,,,,,,,,,0.877,-0.842,-0.035,0,,,,0.877,-0.842,-0.035,7,,,,0.877,-0.842,-0.035,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.623,-0.564,-0.059,1,,,,0.881,-0.831,-0.05,1,,,,,,,,,,,,,0.881,-0.831,-0.05,0,,,,0.881,-0.831,-0.05,7,,,,0.881,-0.831,-0.05,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.625,-0.551,-0.074,1,,,,0.884,-0.817,-0.066,1,,,,,,,,,,,,,0.884,-0.817,-0.066,0,,,,0.884,-0.817,-0.066,7,,,,0.884,-0.817,-0.066,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.628,-0.538,-0.09,1,,,,0.885,-0.803,-0.083,1,,,,,,,,,,,,,0.885,-0.803,-0.083,0,,,,0.885,-0.803,-0.083,7,,,,0.885,-0.803,-0.083,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,-0.524,-0.106,1,,,,0.886,-0.787,-0.099,1,,,,,,,,,,,,,0.886,-0.787,-0.099,0,,,,0.886,-0.787,-0.099,7,,,,0.886,-0.787,-0.099,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.631,-0.51,-0.121,1,,,,0.885,-0.77,-0.114,1,,,,,,,,,,,,,0.885,-0.77,-0.114,0,,,,0.885,-0.77,-0.114,7,,,,0.885,-0.77,-0.114,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.631,-0.496,-0.135,1,,,,0.882,-0.753,-0.129,1,,,,,,,,,,,,,0.882,-0.753,-0.129,0,,,,0.882,-0.753,-0.129,7,,,,0.882,-0.753,-0.129,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,-0.481,-0.149,1,,,,0.878,-0.735,-0.143,1,,,,,,,,,,,,,0.878,-0.735,-0.143,0,,,,0.878,-0.735,-0.143,7,,,,0.878,-0.735,-0.143,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.628,-0.467,-0.161,1,,,,0.872,-0.716,-0.156,1,,,,,,,,,,,,,0.872,-0.716,-0.156,0,,,,0.872,-0.716,-0.156,7,,,,0.872,-0.716,-0.156,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.624,-0.451,-0.173,1,,,,0.864,-0.696,-0.168,1,,,,,,,,,,,,,0.864,-0.696,-0.168,0,,,,0.864,-0.696,-0.168,7,,,,0.864,-0.696,-0.168,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.62,-0.435,-0.184,1,,,,0.855,-0.675,-0.18,1,,,,,,,,,,,,,0.855,-0.675,-0.18,0,,,,0.855,-0.675,-0.18,7,,,,0.855,-0.675,-0.18,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.614,-0.418,-0.195,1,,,,0.845,-0.654,-0.191,1,,,,,,,,,,,,,0.845,-0.654,-0.191,0,,,,0.845,-0.654,-0.191,7,,,,0.845,-0.654,-0.191,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.607,-0.4,-0.206,1,,,,0.834,-0.631,-0.203,1,,,,,,,,,,,,,0.834,-0.631,-0.203,0,,,,0.834,-0.631,-0.203,7,,,,0.834,-0.631,-0.203,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.599,-0.381,-0.218,1,,,,0.822,-0.607,-0.215,1,,,,,,,,,,,,,0.822,-0.607,-0.215,0,,,,0.822,-0.607,-0.215,7,,,,0.822,-0.607,-0.215,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,-0.362,-0.229,1,,,,0.809,-0.582,-0.227,1,,,,,,,,,,,,,0.809,-0.582,-0.227,0,,,,0.809,-0.582,-0.227,7,,,,0.809,-0.582,-0.227,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.581,-0.341,-0.24,1,,,,0.795,-0.557,-0.238,1,,,,,,,,,,,,,0.795,-0.557,-0.238,0,,,,0.795,-0.557,-0.238,7,,,,0.795,-0.557,-0.238,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.571,-0.32,-0.252,1,,,,0.78,-0.53,-0.25,1,,,,,,,,,,,,,0.78,-0.53,-0.25,0,,,,0.78,-0.53,-0.25,7,,,,0.78,-0.53,-0.25,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.561,-0.298,-0.263,1,,,,0.764,-0.502,-0.262,1,,,,,,,,,,,,,0.764,-0.502,-0.262,0,,,,0.764,-0.502,-0.262,7,,,,0.764,-0.502,-0.262,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.549,-0.276,-0.273,1,,,,0.747,-0.474,-0.273,1,,,,,,,,,,,,,0.747,-0.474,-0.273,0,,,,0.747,-0.474,-0.273,7,,,,0.747,-0.474,-0.273,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.537,-0.254,-0.283,1,,,,0.728,-0.445,-0.283,1,,,,,,,,,,,,,0.728,-0.445,-0.283,0,,,,0.728,-0.445,-0.283,7,,,,0.728,-0.445,-0.283,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.524,-0.232,-0.292,1,,,,0.709,-0.416,-0.293,1,,,,,,,,,,,,,0.709,-0.416,-0.293,0,,,,0.709,-0.416,-0.293,7,,,,0.709,-0.416,-0.293,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.511,-0.21,-0.301,1,,,,0.688,-0.386,-0.302,1,,,,,,,,,,,,,0.688,-0.386,-0.302,0,,,,0.688,-0.386,-0.302,7,,,,0.688,-0.386,-0.302,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.497,-0.188,-0.309,1,,,,0.666,-0.356,-0.311,1,,,,,,,,,,,,,0.666,-0.356,-0.311,0,,,,0.666,-0.356,-0.311,7,,,,0.666,-0.356,-0.311,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.483,-0.166,-0.317,1,,,,0.644,-0.325,-0.319,1,,,,,,,,,,,,,0.644,-0.325,-0.319,0,,,,0.644,-0.325,-0.319,7,,,,0.644,-0.325,-0.319,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.468,-0.144,-0.324,1,,,,0.62,-0.294,-0.326,1,,,,,,,,,,,,,0.62,-0.294,-0.326,0,,,,0.62,-0.294,-0.326,7,,,,0.62,-0.294,-0.326,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.452,-0.121,-0.331,1,,,,0.596,-0.263,-0.333,1,,,,,,,,,,,,,0.596,-0.263,-0.333,0,,,,0.596,-0.263,-0.333,7,,,,0.596,-0.263,-0.333,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.436,-0.099,-0.337,1,,,,0.57,-0.231,-0.34,1,,,,,,,,,,,,,0.57,-0.231,-0.34,0,,,,0.57,-0.231,-0.34,7,,,,0.57,-0.231,-0.34,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.418,-0.076,-0.342,1,,,,0.544,-0.199,-0.345,1,,,,,,,,,,,,,0.544,-0.199,-0.345,0,,,,0.544,-0.199,-0.345,7,,,,0.544,-0.199,-0.345,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.399,-0.052,-0.347,1,,,,0.517,-0.167,-0.351,1,,,,,,,,,,,,,0.517,-0.167,-0.351,0,,,,0.517,-0.167,-0.351,7,,,,0.517,-0.167,-0.351,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.379,-0.028,-0.351,1,,,,0.49,-0.135,-0.355,1,,,,,,,,,,,,,0.49,-0.135,-0.355,0,,,,0.49,-0.135,-0.355,7,,,,0.49,-0.135,-0.355,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.358,-0.003,-0.355,1,,,,0.461,-0.102,-0.359,1,,,,,,,,,,,,,0.461,-0.102,-0.359,0,,,,0.461,-0.102,-0.359,7,,,,0.461,-0.102,-0.359,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.336,0.022,-0.358,1,,,,0.432,-0.07,-0.363,1,,,,,,,,,,,,,0.432,-0.07,-0.363,0,,,,0.432,-0.07,-0.363,7,,,,0.432,-0.07,-0.363,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315,0.046,-0.361,1,,,,0.403,-0.037,-0.366,1,,,,,,,,,,,,,0.403,-0.037,-0.366,0,,,,0.403,-0.037,-0.366,7,,,,0.403,-0.037,-0.366,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.294,0.07,-0.364,1,,,,0.373,-0.004,-0.37,1,,,,,,,,,,,,,0.373,-0.004,-0.37,0,,,,0.373,-0.004,-0.37,7,,,,0.373,-0.004,-0.37,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273,0.094,-0.367,1,,,,0.343,0.029,-0.373,1,,,,,,,,,,,,,0.343,0.029,-0.373,0,,,,0.343,0.029,-0.373,7,,,,0.343,0.029,-0.373,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.252,0.117,-0.369,1,,,,0.313,0.063,-0.376,1,,,,,,,,,,,,,0.313,0.063,-0.376,0,,,,0.313,0.063,-0.376,7,,,,0.313,0.063,-0.376,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232,0.139,-0.371,1,,,,0.282,0.096,-0.378,1,,,,,,,,,,,,,0.282,0.096,-0.378,0,,,,0.282,0.096,-0.378,7,,,,0.282,0.096,-0.378,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.211,0.161,-0.373,1,,,,0.251,0.129,-0.38,1,,,,,,,,,,,,,0.251,0.129,-0.38,0,,,,0.251,0.129,-0.38,7,,,,0.251,0.129,-0.38,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,0.183,-0.373,1,,,,0.22,0.161,-0.381,1,,,,,,,,,,,,,0.22,0.161,-0.381,0,,,,0.22,0.161,-0.381,7,,,,0.22,0.161,-0.381,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169,0.204,-0.373,1,,,,0.188,0.193,-0.381,1,,,,,,,,,,,,,0.188,0.193,-0.381,0,,,,0.188,0.193,-0.381,7,,,,0.188,0.193,-0.381,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146,0.225,-0.372,1,,,,0.155,0.225,-0.38,1,,,,,,,,,,,,,0.155,0.225,-0.38,0,,,,0.155,0.225,-0.38,7,,,,0.155,0.225,-0.38,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123,0.246,-0.369,1,,,,0.122,0.256,-0.378,1,,,,,,,,,,,,,0.122,0.256,-0.378,0,,,,0.122,0.256,-0.378,7,,,,0.122,0.256,-0.378,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099,0.267,-0.366,1,,,,0.089,0.286,-0.375,1,,,,,,,,,,,,,0.089,0.286,-0.375,0,,,,0.089,0.286,-0.375,7,,,,0.089,0.286,-0.375,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074,0.288,-0.362,1,,,,0.056,0.316,-0.372,1,,,,,,,,,,,,,0.056,0.316,-0.372,0,,,,0.056,0.316,-0.372,7,,,,0.056,0.316,-0.372,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049,0.309,-0.358,1,,,,0.022,0.346,-0.368,1,,,,,,,,,,,,,0.022,0.346,-0.368,0,,,,0.022,0.346,-0.368,7,,,,0.022,0.346,-0.368,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024,0.33,-0.354,1,,,,-0.011,0.375,-0.364,1,,,,,,,,,,,,,-0.011,0.375,-0.364,0,,,,-0.011,0.375,-0.364,7,,,,-0.011,0.375,-0.364,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.35,-0.35,1,,,,-0.044,0.405,-0.361,1,,,,,,,,,,,,,-0.044,0.405,-0.361,0,,,,-0.044,0.405,-0.361,7,,,,-0.044,0.405,-0.361,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024,0.37,-0.346,1,,,,-0.076,0.433,-0.357,1,,,,,,,,,,,,,-0.076,0.433,-0.357,0,,,,-0.076,0.433,-0.357,7,,,,-0.076,0.433,-0.357,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.048,0.39,-0.341,1,,,,-0.109,0.462,-0.353,1,,,,,,,,,,,,,-0.109,0.462,-0.353,0,,,,-0.109,0.462,-0.353,7,,,,-0.109,0.462,-0.353,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.072,0.408,-0.337,1,,,,-0.141,0.49,-0.349,1,,,,,,,,,,,,,-0.141,0.49,-0.349,0,,,,-0.141,0.49,-0.349,7,,,,-0.141,0.49,-0.349,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.095,0.426,-0.332,1,,,,-0.173,0.517,-0.344,1,,,,,,,,,,,,,-0.173,0.517,-0.344,0,,,,-0.173,0.517,-0.344,7,,,,-0.173,0.517,-0.344,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.118,0.443,-0.326,1,,,,-0.205,0.543,-0.338,1,,,,,,,,,,,,,-0.205,0.543,-0.338,0,,,,-0.205,0.543,-0.338,7,,,,-0.205,0.543,-0.338,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.14,0.459,-0.319,1,,,,-0.236,0.568,-0.332,1,,,,,,,,,,,,,-0.236,0.568,-0.332,0,,,,-0.236,0.568,-0.332,7,,,,-0.236,0.568,-0.332,1
